Gene	Direction
BCL2A1	Upreg
BCL3	Upreg
BIN2	Upreg
BLNK	Upreg
BMP2K	Upreg
BST2	Upreg
BTK	Upreg
C1QA	Upreg
C1QB	Upreg
C1QC	Upreg
C3AR1	Upreg
C4A	Upreg
C4B	Upreg
CAPG	Upreg
CAPNS1	Upreg
CAPZA1	Upreg
CAT	Upreg
CCL3L3	Upreg
CCL18	Upreg
CCL3	Upreg
CCL3L1	Upreg
CCL4	Upreg
CCL4L2	Upreg
CCL23	Upreg
CCL15	Upreg
CCL15-CCL14	Upreg
CCN2	Upreg
CD109	Upreg
CD14	Upreg
CD151	Upreg
CD180	Upreg
CD200R1	Upreg
CD200R1L	Upreg
CD209	Upreg
CD22	Upreg
CD274	Upreg
CD300C	Upreg
SIGLEC6	Upreg
CD33	Upreg
CD37	Upreg
CD3D	Upreg
CD44	Upreg
CD48	Upreg
CD52	Upreg
CD53	Upreg
CD63	Upreg
CD81	Upreg
CD82	Upreg
CD84	Upreg
CD86	Upreg
CD9	Upreg
CDRT4	Upreg
CEBPA	Upreg
CEBPE	Upreg
CELA1	Upreg
CES3	Upreg
CFLAR	Upreg
CH25H	Upreg
CHAD	Upreg
CHI3L1	Upreg
CLDN8	Upreg
CLEC2D	Upreg
CLEC5A	Upreg
CLEC7A	Upreg
CLIC1	Upreg
CLU	Upreg
CMKLR1	Upreg
CNN3	Upreg
COA6	Upreg
COL27A1	Upreg
COTL1	Upreg
CPS1	Upreg
CREG1	Upreg
CSF1	Upreg
CSF1R	Upreg
CSF2RB	Upreg
CSF3R	Upreg
CST3	Upreg
CST7	Upreg
CTDSP1	Upreg
CTSA	Upreg
CTSB	Upreg
CTSC	Upreg
CTSD	Upreg
CTSE	Upreg
CTSH	Upreg
CTSO	Upreg
CTSS	Upreg
CTSZ	Upreg
CTTNBP2NL	Upreg
CX3CR1	Upreg
CXCL10	Upreg
CXCL6	Upreg
CXCR4	Upreg
CYBA	Upreg
CYBB	Upreg
CYBRD1	Upreg
CYFIP1	Upreg
CYP2E1	Upreg
CYP7B1	Upreg
CYTH4	Upreg
DBI	Upreg
DCSTAMP	Upreg
DDAH1	Upreg
DDR1	Upreg
DDX31	Upreg
DDX60	Upreg
DEFA1	Upreg
DEFA4	Upreg
DEFA1B	Upreg
DEFA6	Upreg
DEFA3	Upreg
DEFA5	Upreg
DEFA1	Upreg
DEFA5	Upreg
DEFA4	Upreg
DEFA1B	Upreg
DEFA3	Upreg
DEFA6	Upreg
DEFA5	Upreg
DEFA3	Upreg
DEFA1	Upreg
DEFA6	Upreg
DEFA4	Upreg
DEFA1B	Upreg
DEFA6	Upreg
DEFA3	Upreg
DEFA5	Upreg
DEFA4	Upreg
DEFA1	Upreg
DEFA1B	Upreg
DEFA6	Upreg
DEFA1	Upreg
DEFA4	Upreg
DEFA5	Upreg
DEFA3	Upreg
DEFA1B	Upreg
DEFA1	Upreg
DEFA5	Upreg
DEFA4	Upreg
DEFA6	Upreg
DEFA1B	Upreg
DEFA3	Upreg
DEFA3	Upreg
DEFA1B	Upreg
DEFA5	Upreg
DEFA6	Upreg
DEFA4	Upreg
DEFA1	Upreg
DHCR24	Upreg
DHRS1	Upreg
DMBT1	Upreg
DNM2	Upreg
DOCK2	Upreg
DOCK8	Upreg
DPP7	Upreg
DPY19L4	Upreg
EDEM1	Upreg
EEF1A1	Upreg
EHD4	Upreg
EIF2AK2	Upreg
ELF1	Upreg
ELF4	Upreg
ELK3	Upreg
ENPP6	Upreg
ENTPD1	Upreg
EPB41L2	Upreg
EPHX1	Upreg
ERBB3	Upreg
ERBIN	Upreg
EYA4	Upreg
F11R	Upreg
FABP1	Upreg
FABP6	Upreg
FABP7	Upreg
FADS2	Upreg
FASN	Upreg
FCER1G	Upreg
FCGR1A	Upreg
FCGR1B	Upreg
FCGR2C	Upreg
FCGR2A	Upreg
FCGR2B	Upreg
FCGR2B	Upreg
FCGR2C	Upreg
FCGR2A	Upreg
FES	Upreg
FGF2	Upreg
FGFRL1	Upreg
FLI1	Upreg
FLNC	Upreg
FNIP2	Upreg
FRRS1	Upreg
FTH1	Upreg
FTL	Upreg
FXYD1	Upreg
FXYD3	Upreg
FYB1	Upreg
GAB2	Upreg
GAL3ST1	Upreg
GALNT15	Upreg
GALNT6	Upreg
GAS2L3	Upreg
GCNT1	Upreg
GFAP	Upreg
GFM2	Upreg
GFRA1	Upreg
GIMAP5	Upreg
GIMAP1-GIMAP5	Upreg
GINM1	Upreg
GJB1	Upreg
GLB1	Upreg
GLDN	Upreg
GLIPR2	Upreg
GLTP	Upreg
GM2A	Upreg
GMIP	Upreg
GNA12	Upreg
GNA13	Upreg
GNAI2	Upreg
GNG12	Upreg
GNGT2	Upreg
GNS	Upreg
GOLIM4	Upreg
GOLM1	Upreg
GON4L	Upreg
YY1AP1	Upreg
GPAM	Upreg
GPNMB	Upreg
GPR137B	Upreg
GPR183	Upreg
GPR34	Upreg
GPR65	Upreg
GPX1	Upreg
GRN	Upreg
GSAP	Upreg
GSN	Upreg
GUSB	Upreg
H1-2	Upreg
HLA-E	Upreg
HLA-E	Upreg
HLA-DOB	Upreg
HAVCR2	Upreg
HCAR2	Upreg
HCAR3	Upreg
HCK	Upreg
HCLS1	Upreg
HEXA	Upreg
HEXB	Upreg
HIF1A	Upreg
HK2	Upreg
HLX	Upreg
HMGCS1	Upreg
HMOX1	Upreg
HOGA1	Upreg
HPGD	Upreg
HPGDS	Upreg
HPSE	Upreg
HPX	Upreg
HSD17B2	Upreg
HVCN1	Upreg
ICAM1	Upreg
IDH1	Upreg
IDI1	Upreg
MNDA	Upreg
IFIT3	Upreg
IFNGR1	Upreg
IGF1	Upreg
IGFBP5	Upreg
IKZF1	Upreg
IL10RB	Upreg
IL13RA1	Upreg
IL4R	Upreg
IL6ST	Upreg
INPP5D	Upreg
INSIG1	Upreg
IRF8	Upreg
IRGM	Upreg
ITGA5	Upreg
ITGA6	Upreg
ITGAM	Upreg
ITGAX	Upreg
ITGB1	Upreg
ITGB2	Upreg
ITGB5	Upreg
ITPKB	Upreg
JAK3	Upreg
KCNJ2	Upreg
KCNK6	Upreg
KDELR2	Upreg
KLHL6	Upreg
KLK6	Upreg
LACC1	Upreg
LACTB2	Upreg
LAG3	Upreg
LAIR1	Upreg
LAMP1	Upreg
LAMP2	Upreg
LAP3	Upreg
LAPTM5	Upreg
LAT2	Upreg
LBH	Upreg
LCAT	Upreg
LCP1	Upreg
LCP2	Upreg
LDLR	Upreg
LDLRAP1	Upreg
LGALS3BP	Upreg
LGALS16	Upreg
LGALS13	Upreg
LGALS14	Upreg
LGI4	Upreg
LGMN	Upreg
LHFPL2	Upreg
LAIR2	Upreg
LIPA	Upreg
LIX1	Upreg
LPCAT2	Upreg
LPL	Upreg
LPXN	Upreg
IRAG2	Upreg
LSP1	Upreg
LSS	Upreg
LTBR	Upreg
LY6E	Upreg
LY86	Upreg
LY9	Upreg
LYN	Upreg
LYPD8	Upreg
MAFB	Upreg
MAMDC2	Upreg
MAN2B2	Upreg
MAP3K1	Upreg
METTL7B	Upreg
MFAP3L	Upreg
MFSD1	Upreg
MGST1	Upreg
MLC1	Upreg
MLXIPL	Upreg
MOB1A	Upreg
MPEG1	Upreg
MRC2	Upreg
MS4A6A	Upreg
MS4A6E	Upreg
MSMO1	Upreg
MSN	Upreg
MSRB1	Upreg
MT1G	Upreg
MYH9	Upreg
MYLIP	Upreg
MYO1E	Upreg
MYO1F	Upreg
MYO6	Upreg
NAALADL1	Upreg
NAGLU	Upreg
NCF1	Upreg
NCF2	Upreg
NCKAP1L	Upreg
NECAP2	Upreg
NFAM1	Upreg
NFATC1	Upreg
NFE2L2	Upreg
NIPSNAP3A	Upreg
NKAIN1	Upreg
NKG7	Upreg
NPC2	Upreg
NRROS	Upreg
NSDHL	Upreg
OAS1	Upreg
OLFML3	Upreg
OR5V1	Upreg
OR5V1	Upreg
OPALIN	Upreg
OSMR	Upreg
OTC	Upreg
P2RX7	Upreg
P2RY12	Upreg
P2RY13	Upreg
PABPC1	Upreg
PABPC3	Upreg
PACC1	Upreg
PAG1	Upreg
PARP12	Upreg
PARP9	Upreg
PARVB	Upreg
PARVG	Upreg
PBK	Upreg
PBXIP1	Upreg
PDCD1	Upreg
PDLIM2	Upreg
PDPN	Upreg
PEPD	Upreg
PIK3AP1	Upreg
PIK3CG	Upreg
PLAU	Upreg
PLAUR	Upreg
PLCE1	Upreg
PLCG2	Upreg
PLD4	Upreg
PLEK	Upreg
PLEKHA1	Upreg
PLET1	Upreg
PLIN3	Upreg
PLXDC2	Upreg
PLXNB2	Upreg
PMM2	Upreg
PMP22	Upreg
PNPLA7	Upreg
PNRC2	Upreg
POGLUT3	Upreg
PON3	Upreg
POU5F2	Upreg
PPP1R18	Upreg
PPT1	Upreg
PRDX1	Upreg
PRDX6	Upreg
PRKD3	Upreg
PROS1	Upreg
CEACAM21	Upreg
PTAFR	Upreg
PTGS1	Upreg
PTPN6	Upreg
PTPRC	Upreg
PYCARD	Upreg
RAB31	Upreg
RAB3IL1	Upreg
RAB7B	Upreg
RACK1	Upreg
RASAL3	Upreg
RASGRP3	Upreg
RBM47	Upreg
RDH11	Upreg
RDH16	Upreg
REEP3	Upreg
RENBP	Upreg
REP15	Upreg
RGS10	Upreg
RHOB	Upreg
RHOC	Upreg
RHOG	Upreg
RIDA	Upreg
RIN2	Upreg
RNASE4	Upreg
RNF213	Upreg
RPL10A	Upreg
RPL13	Upreg
RPL18A	Upreg
RPL22	Upreg
RPL7	Upreg
RPS16	Upreg
RPS6KA1	Upreg
RRBP1	Upreg
RTP4	Upreg
RUNX1	Upreg
S100A6	Upreg
S100A8	Upreg
S100B	Upreg
S1PR3	Upreg
SALL1	Upreg
SAMSN1	Upreg
SAT1	Upreg
SBNO2	Upreg
SC5D	Upreg
SCAMP2	Upreg
SCRG1	Upreg
SCT	Upreg
SECTM1	Upreg
SELENOP	Upreg
SELPLG	Upreg
SEMA4D	Upreg
SEPTIN2	Upreg
SERINC5	Upreg
SERP1	Upreg
SERPINA3	Upreg
SERPINA3	Upreg
SERPINA3	Upreg
SERPINE2	Upreg
SERPING1	Upreg
SFRP1	Upreg
SGPL1	Upreg
SH3BP2	Upreg
SH3GLB1	Upreg
SHBG	Upreg
SIGLEC6	Upreg
CD33	Upreg
SIGLEC6	Upreg
CD33	Upreg
SIRT2	Upreg
SKAP2	Upreg
SLAMF9	Upreg
SLC10A2	Upreg
SLC11A1	Upreg
SLC14A1	Upreg
SLC17A9	Upreg
SLC27A5	Upreg
SLC29A3	Upreg
SLC31A1	Upreg
SLC37A2	Upreg
SLC43A3	Upreg
SLC44A1	Upreg
SLC44A2	Upreg
SLC46A3	Upreg
SLC7A2	Upreg
SLCO2B1	Upreg
SLFN13	Upreg
SMIM8	Upreg
SNAPIN	Upreg
SNX18	Upreg
SORBS3	Upreg
SORD	Upreg
SOWAHC	Upreg
SOX9	Upreg
SPARC	Upreg
SPATA13	Upreg
SPI1	Upreg
SPP1	Upreg
SQLE	Upreg
SRGN	Upreg
ST14	Upreg
ST3GAL6	Upreg
ST8SIA6	Upreg
STARD4	Upreg
STAT1	Upreg
STAT3	Upreg
STEAP4	Upreg
STING1	Upreg
STON2	Upreg
STXBP3	Upreg
SYNGR2	Upreg
TAGLN2	Upreg
TAP1	Upreg
TAPBP	Upreg
TBXAS1	Upreg
TCIM	Upreg
TCIRG1	Upreg
TCN2	Upreg
TCTN1	Upreg
TEC	Upreg
TENT5C	Upreg
TEP1	Upreg
TFCP2L1	Upreg
TFRC	Upreg
TGFB1	Upreg
TGFBR1	Upreg
TGFBR2	Upreg
TGIF1	Upreg
THBS1	Upreg
THRSP	Upreg
THY1	Upreg
TIFA	Upreg
TIFAB	Upreg
TJP2	Upreg
TLN1	Upreg
TLR1	Upreg
TLR2	Upreg
TLR7	Upreg
TLR9	Upreg
TMEM119	Upreg
TMEM123	Upreg
TMEM176A	Upreg
TMEM176B	Upreg
TMEM219	Upreg
TMEM86A	Upreg
TMIGD1	Upreg
TMSB4Y	Upreg
TNF	Upreg
TNFRSF1A	Upreg
TNFRSF1B	Upreg
TNFSF8	Upreg
TNNI1	Upreg
TNP2	Upreg
TNS3	Upreg
TOR3A	Upreg
TOR4A	Upreg
TPP1	Upreg
TREM2	Upreg
TF	Upreg
TRIM5	Upreg
TRIM5	Upreg
TP53INP2	Upreg
TSC22D4	Upreg
TSPAN1	Upreg
TYROBP	Upreg
UCP2	Upreg
UNC93B1	Upreg
UPK3A	Upreg
USP12	Upreg
VAMP8	Upreg
VAT1	Upreg
VAV1	Upreg
VIM	Upreg
VSIR	Upreg
VWA5A	Upreg
WASF2	Upreg
WDFY4	Upreg
SYCP3	Upreg
XPNPEP2	Upreg
ZC3HAV1	Upreg
ZFP36L1	Upreg
ZNF34	Upreg
